"region","district","L3","L4","L5","lon","lat"
"Iburasirazuba","Nyagatare","Kiyombe","Gataba","Gicuba",30.074000871648,-1.37846359724241
"Amajyaruguru","Musanze","Busogo","Nyagisozi","Kabwenge",29.565127264671,-1.56057789732194
"Amajyepfo","Nyaruguru","Nyagisozi","Mwoya","Nkomero",29.6452316027919,-2.78026518360037
"Iburasirazuba","Bugesera","Mayange","Mbyo","Rwimikoni I",30.1688503536074,-2.24798650899597
"Amajyepfo","Kamonyi","Nyarubaka","Gitare","Nyabitare",29.8241842918339,-2.10020037812804
"Amajyaruguru","Burera","Rugarama","Karangara","Rukiko",29.7092380853785,-1.43564217509047
"Iburasirazuba","Bugesera","Gashora","Kagomasi","Kagomasi",30.225104426604,-2.21244246749004
"Iburengerazuba","Rutsiro","Gihango","Mataba","Muyange",29.423381123261,-1.92033604076647
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Rwiminazi",30.4950495563101,-1.57011284470339
"Amajyepfo","Gisagara","Ndora","Gisagara","Nyamigango",29.8384535308757,-2.60367173589993
"Iburasirazuba","Rwamagana","Mwulire","Ntunga","Ntunga",30.3622509173684,-1.97243640444134
"Iburengerazuba","Rubavu","Rubavu","Rukoko","Rutagara",29.2702861490122,-1.6344811952668
"Amajyepfo","Huye","Maraba","Kanyinya","Kayeye",29.624424197071,-2.52494433758793
"Amajyaruguru","Rulindo","Shyorongi","Rutonde","Ngendo",29.986146944649,-1.90997732497297
"Amajyepfo","Huye","Mukura","Icyeru","Gakombe",29.7553132009139,-2.67966148359504
"Amajyaruguru","Gakenke","Muzo","Mwiyando","Kagano",29.7136778147587,-1.71548474960981
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.8059156062741,-1.62760316665683
"Amajyepfo","Nyamagabe","Buruhukiro","Kizimyamuriro","Uwinzira",29.3137102101996,-2.47021293035993
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Gitega",30.4725143205096,-1.62850508619251
"Iburengerazuba","Rusizi","Butare","Nyamihanda","Kenya",29.176514025766,-2.51868692832732
"Umujyi wa Kigali","Kicukiro","Kanombe","Karama","Cyurusagara",30.159584489422,-1.9974485061578
"Iburengerazuba","Nyamasheke","Karambi","Gasovu","Gitwa",29.2459586138195,-2.31380243117109
"Amajyaruguru","Burera","Cyanika","Nyagahinga","Ruko",29.7250308124386,-1.3771383886735
"Iburasirazuba","Kayonza","Rwinkwavu","Nkondo","Nkondo Ii",30.6280167028323,-1.93460585902231
"Iburengerazuba","Rutsiro","Mushubati","Bumba","Bisyo",29.4009152452046,-1.987846511107
"Amajyepfo","Muhanga","Rongi","Nyamirambo","Rugogwe",29.7587213275089,-1.81973024391152
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Gisunzu",30.6775627371707,-1.91032408591694
"Amajyepfo","Gisagara","Muganza","Cyumba","Byiza",29.8700868400442,-2.6558855860161
"Iburengerazuba","Ngororero","Ngororero","Rususa","Rukaragata",29.6349132986109,-1.82078270080104
"Amajyepfo","Ruhango","Ruhango","Munini","Gahama",29.804051386223,-2.21962383420544
"Amajyaruguru","Burera","Kinoni","Nkenke","Nyagatoki",29.7407443445056,-1.45400849430762
"Amajyaruguru","Gakenke","Minazi","Raba","Sarabuye",29.8284890718524,-1.72564449724391
"Iburasirazuba","Kirehe","Mahama","Umunini","Ihuriro",30.8244230259574,-2.30653033452803
"Iburengerazuba","Nyamasheke","Cyato","Murambi","Nyakabingo",29.2168085690181,-2.3880606456909
"Amajyaruguru","Burera","Rusarabuye","Kabona","Busutamo",29.8262982761433,-1.43907857642335
"Amajyaruguru","Rulindo","Ngoma","Mugote","Kiboha",30.0041174865884,-1.80862501864754
"Iburasirazuba","Kayonza","Kabare","Cyarubare","Kiburara",30.6505796417201,-1.98671420369867
"Iburengerazuba","Nyamasheke","Cyato","Mutongo","Bwanama",29.1988429142261,-2.412742148404
"Iburasirazuba","Kayonza","Mwiri","Nyawera","Muhozi",30.5446448757304,-1.89087707556414
"Amajyaruguru","Musanze","Kimonyi","Mbizi","Gatumo",29.5831410085361,-1.53593145372932
"Umujyi wa Kigali","Gasabo","Gikomero","Munini","Rudakabukirwa",30.2135672692995,-1.89647335374136
"Amajyaruguru","Rulindo","Tumba","Barari","Kigarama",29.952313999809,-1.71334447040194
"Amajyepfo","Nyanza","Ntyazo","Bugali","Ndago",29.8764290930209,-2.44601780741164
"Iburengerazuba","Rutsiro","Gihango","Congo-nil","Nkwiro",29.3671506473637,-1.97850283638368
"Amajyepfo","Nyanza","Kibilizi","Mututu","Gatongati",29.9280539766051,-2.34719815000566
"Iburasirazuba","Nyagatare","Nyagatare","Barija","Barija B",30.339808631026,-1.28430576455509
"Amajyepfo","Nyamagabe","Kaduha","Nyabisindu","Kasemazi",29.5386226927787,-2.36838129631934
"Iburasirazuba","Kirehe","Mushikiri","Rwanyamuhanga","Sake",30.5832330134544,-2.21606651039663
"Iburasirazuba","Gatsibo","Ngarama","Kigasha","Akabuye",30.2788386098625,-1.54977463962644
"Amajyepfo","Huye","Maraba","Buremera","Gasarabuye",29.599695581862,-2.54278042287203
"Amajyaruguru","Musanze","Gataraga","Rubindi","Gacondo",29.5516343257974,-1.51982595770062
"Iburasirazuba","Rwamagana","Mwulire","Bushenyi","Ruseke",30.3892781218887,-1.97271432656761
"Amajyepfo","Huye","Mbazi","Gatobotobo","Kanyaruhinda",29.7483128382235,-2.56220337311639
"Amajyaruguru","Gakenke","Rusasa","Nyundo","Nyundo",29.6574045628012,-1.61338555415594
"Iburasirazuba","Kirehe","Gahara","Nyagasenyi","Nyamisagara",30.5270598602405,-2.3170002435255
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.6234829998352,-1.47228775979667
"Iburengerazuba","Rusizi","Butare","Nyamihanda","Kenya",29.1539786107444,-2.50042333299969
"Iburasirazuba","Bugesera","Juru","Kabukuba","Majanja",30.2069582252225,-2.09493826604247
"Amajyaruguru","Musanze","Nyange","Ninda","Kabara",29.6282051751728,-1.42806403114102
"Amajyepfo","Nyamagabe","Mugano","Sovu","Kigarama",29.4957205063173,-2.27091040140867
"Iburasirazuba","Rwamagana","Musha","Akabare","Rukombe",30.3487008658717,-1.913648195236
"Iburasirazuba","Ngoma","Mugesera","Mugatare","Kumuyange",30.3668875586475,-2.12362412380547
"Amajyepfo","Kamonyi","Karama","Nyamirembe","Gaji",29.8263060957191,-1.92870949688846
"Amajyepfo","Nyaruguru","Muganza","Muganza","Muganza",29.5077060233462,-2.69097350155005
"Iburasirazuba","Nyagatare","Rwimiyaga","Ntoma","Gashwenu",30.4479968173512,-1.20881516130078
"Iburengerazuba","Nyamasheke","Shangi","Mugera","Bweranyange",29.0367627551796,-2.37067358207362
"Amajyaruguru","Rulindo","Rusiga","Gako","Gifumba",29.9681006562259,-1.83308293202378
"Iburasirazuba","Ngoma","Jarama","Karenge","Akajevuba",30.3558184314202,-2.27917703054154
"Iburengerazuba","Karongi","Gashari","Birambo","Nyabikenke",29.4955845536433,-2.15351868138499
"Iburasirazuba","Kayonza","Ndego","Isangano","Kagoma",30.7992597357676,-1.97250765658469
"Amajyaruguru","Burera","Rwerere","Gashoro","Rugezi",29.8780531255756,-1.49374980105436
"Iburengerazuba","Nyamasheke","Kanjongo","Kigarama","Karambi",29.1604809350484,-2.34014084364426
"Iburasirazuba","Kayonza","Murundi","Ryamanyoni","Rwakabanda",30.5310825171553,-1.75541810008436
"Amajyepfo","Kamonyi","Karama","Bitare","Kinkeri",29.8488411652389,-1.96503584010401
"Iburasirazuba","Gatsibo","Nyagihanga","Murambi","Kabeza",30.1865118599732,-1.53527428415756
"Iburasirazuba","Kirehe","Gahara","Nyakagezi","Mukundanya",30.5203193896147,-2.32821112491349
"Iburengerazuba","Rusizi","Bugarama","Ryankana","Gihigano",29.0395771826066,-2.691422632466
"Iburasirazuba","Nyagatare","Rwimiyaga","Kirebe","Kirebe",30.4637226168289,-1.24731877925738
"Iburasirazuba","Bugesera","Juru","Kabukuba","Mbuye",30.1889423946192,-2.09475787224087
"Amajyepfo","Kamonyi","Gacurabwenge","Nkingo","Nyamugari",29.9028995348128,-2.00167041573676
"Iburengerazuba","Rutsiro","Kivumu","Nganzo","Muramba",29.2905527052041,-1.79493943995269
"Amajyepfo","Kamonyi","Kayenzi","Bugarama","Nyarurama",29.8578124913147,-1.90645230177532
"Iburasirazuba","Kirehe","Musaza","Mubuga","Runyinya",30.659965691945,-2.3138471580826
"Amajyepfo","Nyanza","Muyira","Nyamure","Cyegera",29.7997365936897,-2.35726521593208
"Iburasirazuba","Nyagatare","Rukomo","Rurenge","Rwiju",30.269930658598,-1.35797634762107
"Amajyepfo","Nyamagabe","Kibumbwe","Bwenda","Murambi",29.5589264684781,-2.39791658659412
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Rwisirabo II",30.6775209472902,-1.81786654694717
"Iburengerazuba","Nyamasheke","Ruharambuga","Save","Nyamuhunga",28.9874191558734,-2.47414028213212
"Iburasirazuba","Ngoma","Sake","Gafunzo","Isovu",30.3872923879465,-2.23662839234072
"Iburengerazuba","Rubavu","Rubavu","Murambi","Rwangara",29.3062909312821,-1.65739326036204
"Iburasirazuba","Kayonza","Kabarondo","Cyinzovu","Rugarama",30.5537521331831,-2.03306226732766
"Amajyepfo","Huye","Karama","Bunazi","Akarehe",29.6471650684156,-2.6402951919779
"Amajyaruguru","Musanze","Rwaza","Nyarubuye","Rusaki",29.6709249903175,-1.54582333999416
"Amajyepfo","Nyaruguru","Ngera","Murama","Nyarugano",29.6991095357028,-2.71527299565499
"Amajyaruguru","Burera","Rusarabuye","Ruhanga","Ruhurura I",29.8623067006063,-1.46426098503264
"Iburengerazuba","Karongi","Rwankuba","Rubazo","Ruhinga",29.3695524167533,-2.15912904127767
"Umujyi wa Kigali","Nyarugenge","Kigali","Mwendo","Birambo",30.0042168211944,-2.00041147564683
"Iburasirazuba","Kirehe","Kigarama","Kigarama","Humure",30.6892711077869,-2.32542672611621
"Amajyaruguru","Burera","Nemba","Nyamugari","Ryaruhirima",29.8442654774037,-1.54304273463151
"Iburasirazuba","Kirehe","Gahara","Butezi","Rwabarimba",30.551874400585,-2.33981066148915
"Iburasirazuba","Nyagatare","Musheri","Nyamiyonga","Cyenombe",30.351278146089,-1.10177955193683
"Iburengerazuba","Rusizi","Gashonga","Kabakobwa","Rwesero",28.9246135587968,-2.58654385028294
"Iburasirazuba","Kayonza","Kabare","Rubumba","Kibuye",30.6348583304579,-2.04518636527684
"Amajyepfo","Nyamagabe","Tare","Gatovu","Muhati",29.498357258271,-2.51928402982436
"Amajyaruguru","Burera","Gahunga","Buramba","Kagoma",29.68674944853,-1.39705970393446
"Amajyepfo","Nyamagabe","Gatare","Shyeru","Rushyarara",29.4215587683394,-2.35376737234075
"Iburasirazuba","Nyagatare","Karangazi","Nyamirama","Kayange Ii",30.5739368365164,-1.4491993168654
"Amajyepfo","Huye","Maraba","Kabuye","Gasharu",29.6266922324461,-2.53399574925557
"Amajyaruguru","Musanze","Kinigi","Nyabigoma","Kabatwa",29.5629367661624,-1.41387793227051
"Iburasirazuba","Kayonza","Ndego","Isangano","Kibare",30.8059972493801,-1.9410109516475
"Amajyepfo","Huye","Huye","Rukira","Agacyamu",29.7280773537562,-2.57556214212574
"Amajyaruguru","Musanze","Gataraga","Rubindi","Gataraga",29.5696379910113,-1.52902904801659
"Iburasirazuba","Kirehe","Nasho","Rubirizi","Kabigembe Ii",30.7002396625598,-2.09774413420159
"Amajyepfo","Nyaruguru","Rusenge","Cyuna","Cyuna",29.6022682636549,-2.69859369136642
"Iburengerazuba","Nyabihu","Kintobo","Nyamugari","Kabagundu",29.5493693110421,-1.56945062823509
"Iburasirazuba","Bugesera","Rweru","Batima","Ihara",30.2680004390602,-2.29183827546672
"Amajyaruguru","Gakenke","Karambo","Kirebe","Mubuga",29.8172326549239,-1.62850889774257
"Iburasirazuba","Rwamagana","Nyakaliro","Munini","Nyiramitemeri",30.2316717223612,-2.02975993095638
"Amajyepfo","Muhanga","Rongi","Gasagara","Kidahwe",29.7969971228457,-1.83590163431719
"Amajyepfo","Ruhango","Kinazi","Gisali","Kibanda",29.8895035603849,-2.13016998069942
"Amajyaruguru","Rulindo","Burega","Karengeri","Kizenga",30.0356260032556,-1.74802706926439
"Iburengerazuba","Rubavu","Nyakiriba","Gikombe","Nyabibuye",29.3670533024915,-1.68731191961103
"Iburasirazuba","Kirehe","Mpanga","Rubaya","Murambi",30.8422612457465,-2.17140670431197
"Amajyepfo","Nyaruguru","Nyabimata","Ruhinga","Agasugi",29.3659669395572,-2.72133670522942
"Iburengerazuba","Rutsiro","Mukura","Mwendo","Bitenga",29.5360129429128,-2.06134470443286
"Iburengerazuba","Nyamasheke","Bushekeri","Mpumbu","Kirombozi",29.0998282814205,-2.4118739576174
"Amajyepfo","Huye","Ruhashya","Busheshi","Kibyagira",29.7188893471985,-2.47840459649066
"Iburasirazuba","Nyagatare","Karangazi","Kamate","Kamate",30.4410949490948,-1.36432566372464
"Umujyi wa Kigali","Kicukiro","Masaka","Rusheshe","Cyeru",30.2001608743213,-2.04974724015132
"Amajyepfo","Huye","Mbazi","Mutunda","Kigusa",29.7347309607599,-2.52370053539368
"Umujyi wa Kigali","Gasabo","Rusororo","Ruhanga","Ruhanga",30.2653904520688,-1.94437542255615
"Iburasirazuba","Nyagatare","Rwimiyaga","Nyendo","Remera",30.4097092086244,-1.20614140220505
"Amajyepfo","Nyanza","Ntyazo","Cyotamakara","Bayi",29.826869205385,-2.42975080638693
"Amajyaruguru","Musanze","Nkotsi","Gashinga","Buhanga",29.62139515719,-1.57918271841851
"Iburasirazuba","Rwamagana","Musha","Kagarama","Kiruhura",30.3532157147021,-1.93174036494177
"Amajyepfo","Nyaruguru","Muganza","Muganza","Muganza",29.5009430183001,-2.68639712936343
"Iburasirazuba","Nyagatare","Karama","Gikagati","Nyabitare",30.1888462556505,-1.37515863897021
"Iburasirazuba","Rwamagana","Nzige","Akanzu","Gikoni",30.3195093138283,-2.0374182213756
"Iburasirazuba","Nyagatare","Mukama","Gihengeri","Butwaro",30.1437304313031,-1.52355050571906
"Amajyepfo","Gisagara","Muganza","Remera","Butare",29.8385544805915,-2.65107877770312
"Iburasirazuba","Gatsibo","Nyagihanga","Kibare","Rugaragara",30.2045286541938,-1.5309513723439
"Amajyepfo","Nyamagabe","Kibirizi","Karambo","Kavumu",29.5657045509901,-2.41378211495439
"Amajyepfo","Muhanga","Nyarusange","Musongati","Murambi",29.6373182979721,-2.07810087894261
"Iburasirazuba","Ngoma","Mutenderi","Muzingira","Gatonde",30.5157397887478,-2.27853603435684
"Amajyaruguru","Musanze","Gataraga","Rubindi","Kabaya",29.5628854711283,-1.52896281518525
"Iburasirazuba","Kirehe","Nyamugari","Kazizi","Tetero",30.7905586364685,-2.26107067421713
"Iburengerazuba","Karongi","Rubengera","Kibirizi","Ndengwa",29.4077171877005,-2.05563285578016
"Amajyaruguru","Burera","Kagogo","Kiringa","Ryangarama",29.7655575724491,-1.36852330184763
"Iburasirazuba","Bugesera","Kamabuye","Kampeka","Byimana",30.1758402748817,-2.40375289943678
"Iburengerazuba","Nyamasheke","Mahembe","Gisoke","Muramba",29.2840855779991,-2.20802180388888
"Umujyi wa Kigali","Nyarugenge","Rwezamenyo","Kabuguru I","Mumararungu",30.0559783470914,-1.96256798479825
"Iburasirazuba","Nyagatare","Katabagemu","Bayigaburire","Agasasa",30.2788694973327,-1.47083625889854
"Iburengerazuba","Ngororero","Ngororero","Kazabe","Murambi",29.6236769018605,-1.87032550735607
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Rwisirabo II",30.6685083122353,-1.81326007216828
"Amajyepfo","Gisagara","Musha","Kigarama","Rugara",29.8406180713088,-2.56080171163198
"Amajyaruguru","Musanze","Cyuve","Rwebeya","Nyiraruhengeri",29.6326743768815,-1.49805850009028
"Amajyaruguru","Gicumbi","Ruvune","Rebero","Rwamiko",30.1617207072608,-1.62749847720771
"Iburengerazuba","Nyamasheke","Ruharambuga","Wimana","Murambi",29.0526699684632,-2.47244306331197
"Iburasirazuba","Ngoma","Mutenderi","Karwema","Musenyi",30.4774332932835,-2.26912341083398
"Amajyaruguru","Burera","Kinyababa","Kaganda","Rwahondo",29.7925446882796,-1.4116631338936
"Iburengerazuba","Ngororero","Nyange","Vuganyana","Ngorore",29.5720103090578,-2.04136863421621
"Iburasirazuba","Ngoma","Mutenderi","Karwema","Meraneza",30.4684043423795,-2.25549652274984
"Iburasirazuba","Gatsibo","Gatsibo","Nyabicwamba","Rucumbo",30.2878380937323,-1.5837008674846
"Amajyepfo","Nyamagabe","Cyanika","Ngoma","Kabarera",29.6175270267362,-2.44360660823757
"Amajyaruguru","Gicumbi","Rutare","Bikumba","Kintaganirwa",30.1504602946636,-1.71535789376349
"Iburasirazuba","Ngoma","Jarama","Karenge","Akajevuba",30.3513234608143,-2.28590035662127
"Iburengerazuba","Rubavu","Kanama","Yungwe","Gikomero",29.3985614126179,-1.70115401474614
"Iburasirazuba","Kirehe","Gatore","Cyunuzi","Gakuyo",30.5720367878099,-2.26557614165621
"Iburengerazuba","Rutsiro","Ruhango","Rundoyi","Rushasho",29.3940879112023,-1.8387990231047
"Iburasirazuba","Rwamagana","Rubona","Kabuye","Agatare",30.3847898823354,-1.99522529932508
"Iburengerazuba","Karongi","Rwankuba","Bisesero","Bisesero",29.3448320598203,-2.19276861118507
"Amajyaruguru","Gakenke","Janja","Gashyamba","Gatongo",29.7091742371091,-1.66128298991426
"Amajyepfo","Nyanza","Muyira","Gati","Kinyoni",29.8334606126827,-2.32598438172549
"Amajyaruguru","Gakenke","Kivuruga","Rugimbu","Mugali",29.7294406152551,-1.59830187549352
"Iburasirazuba","Kirehe","Kigina","Rwanteru","Bugarura",30.7004872390079,-2.29396512581081
"Iburasirazuba","Rwamagana","Rubona","Karambi","Mataba",30.3645480250211,-2.03111012017495
"Amajyaruguru","Burera","Kinoni","Nkumba","Cyanya",29.7182236474938,-1.47408939031337
"Iburengerazuba","Rusizi","Nkombo","Rwenje","Nyabintare",28.9197925909032,-2.39224991844321
"Iburasirazuba","Bugesera","Ngeruka","Ngeruka","Kivugiza",30.1419214312585,-2.31541591535327
"Iburasirazuba","Kirehe","Kigarama","Nyakerera","Kabuga",30.6735855437695,-2.37714436785049
"Iburengerazuba","Ngororero","Kabaya","Nyenyeri","Gashyitsi",29.5763817832227,-1.79313572379546
"Amajyaruguru","Burera","Ruhunde","Rusekera","Tarasi",29.9478238739706,-1.56439631007187
"Amajyepfo","Ruhango","Kinazi","Rubona","Kagazi",29.8805640656309,-2.19101711852436
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.497381248968,-1.39875988954775
"Iburasirazuba","Kirehe","Mpanga","Nyakabungo","Gitega",30.7813751085456,-2.12566088988984
"Iburengerazuba","Rusizi","Nyakabuye","Gaseke","Kagenge",29.0055640309812,-2.55786631903795
"Iburasirazuba","Kayonza","Rukara","Rukara","Nyirarukara",30.4815401993499,-1.80451064174268
"Umujyi wa Kigali","Gasabo","Bumbogo","Nkuzuzu","Akabenejuru",30.1752725696618,-1.87126837897132
"Amajyaruguru","Gakenke","Rusasa","Rumbi","Buyora",29.6371441303908,-1.62672607078488
"Iburasirazuba","Bugesera","Kamabuye","Burenge","Rebero",30.1353117272091,-2.40787174524043
"Amajyaruguru","Gakenke","Minazi","Murambi","Kabuga",29.7677095981544,-1.75212110592982
"Amajyepfo","Huye","Simbi","Kabusanza","Kigarama",29.6986643122988,-2.49853497552442
"Iburasirazuba","Gatsibo","Murambi","Murambi","Ryampunga",30.3486432935681,-1.76026552812248
"Amajyaruguru","Burera","Butaro","Rusumo","Budogoro",29.8420836036164,-1.39411774225376
"Iburasirazuba","Kayonza","Rwinkwavu","Gihinga","Rubirizi",30.5852144332806,-1.93189938289766
"Amajyepfo","Nyamagabe","Kitabi","Shaba","Uwakagoro",29.4421818117526,-2.57071250505699
"Iburengerazuba","Karongi","Mutuntu","Gisayura","Kabariro",29.4484338143656,-2.2546728889768
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Mucucu",30.63469881101,-1.62348130846401
"Iburengerazuba","Rubavu","Busasamana","Gasiza","Kiraro",29.3288001633349,-1.6056923402364
"Iburengerazuba","Ngororero","Gatumba","Gatsibo","Gatwa",29.6552394772777,-1.96316270196881
"Iburasirazuba","Kayonza","Ndego","Isangano","Kibare",30.7879945816025,-1.97238718536561
"Amajyepfo","Gisagara","Gikonko","Gikonko","Manyinya",29.874217154467,-2.46856858895687
"Amajyepfo","Muhanga","Rugendabari","Kanyana","Kabuba",29.7024794808208,-1.90719517804089
"Amajyepfo","Kamonyi","Nyamiyaga","Kabashumba","Gacumu",29.8894151432112,-2.03313114870245
"Amajyepfo","Nyaruguru","Muganza","Samiyonga","Tangabo",29.3748053137269,-2.64463273821487
"Iburasirazuba","Nyagatare","Nyagatare","Gakirage","Urumuri",30.3216960901854,-1.4058883173187
"Iburasirazuba","Ngoma","Gashanda","Cyerwa","Nyamugali",30.4457974179107,-2.19210264381572
"Iburengerazuba","Rubavu","Cyanzarwe","Gora","Gora",29.3580521999665,-1.64434127670407
"Iburengerazuba","Rutsiro","Ruhango","Rugasa","Nyakagezi",29.3918542156729,-1.88166625630519
"Iburasirazuba","Ngoma","Rukira","Nyaruvumu","Terimbere",30.5943916966861,-2.12821488219062
"Amajyepfo","Kamonyi","Rugarika","Masaka","Taba",29.9862265218815,-2.0295675084397
"Amajyaruguru","Rulindo","Buyoga","Gitumba","Nyarubuye",30.0581367977367,-1.68057522305609
"Iburasirazuba","Kirehe","Nyamugari","Kazizi","Gashanga",30.7725307239459,-2.25862704589277
"Iburengerazuba","Karongi","Rwankuba","Nyarusanga","Gasharu",29.3605100136698,-2.1184086737348
"Iburengerazuba","Rusizi","Rwimbogo","Ruganda","Rubamba",29.0079680305989,-2.63920203915684
"Iburasirazuba","Nyagatare","Katabagemu","Nyakigando","Byimana",30.3486831157454,-1.47608782157605
"Amajyepfo","Nyamagabe","Musebeya","Nyarurambi","Mujyejuru",29.4621062986002,-2.37671335568441
"Iburasirazuba","Ngoma","Rukira","Nyinya","Rugarama",30.6124437739042,-2.15546808911711
"Amajyepfo","Ruhango","Ntongwe","Nyakabungo","Kigabiro",29.8873561397649,-2.22267839047923
"Umujyi wa Kigali","Nyarugenge","Kigali","Rwesero","Akanyamirambo",30.0267382579445,-2.00740371375645
"Iburengerazuba","Nyamasheke","Karambi","Gasovu","Bitare",29.2504779020797,-2.3273910056197
"Amajyaruguru","Gicumbi","Nyamiyaga","Kabeza","Mataba",30.1391995552057,-1.6836606736657
"Amajyepfo","Ruhango","Mbuye","Kabuga","Musenyi",29.8849938085436,-2.12335604141179
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Mucucu",30.659479694654,-1.61698529343624
"Amajyepfo","Nyamagabe","Gatare","Gatare","Murembo",29.3495564831448,-2.36666433254389
"Iburasirazuba","Kayonza","Gahini","Kahi","Rukore",30.6234404826044,-1.7631673537106
"Iburengerazuba","Ngororero","Matyazo","Matare","Munyinya",29.6393988252426,-1.75312241115508
"Amajyepfo","Nyaruguru","Busanze","Nteko","Nyarusange",29.5687546892674,-2.8066790330452
"Iburasirazuba","Nyagatare","Musheri","Nyagatabire","Mushorerwa",30.3963551492,-1.07972637468182
"Iburengerazuba","Karongi","Ruganda","Rugobagoba","Nyagasambu",29.4821109606911,-2.18274089632587
"Iburasirazuba","Bugesera","Musenyi","Musenyi","Rugando",30.022397720425,-2.17885327368302
"Iburengerazuba","Ngororero","Kabaya","Busunzu","Kabere",29.5763752559036,-1.76379617378182
"Iburasirazuba","Kirehe","Musaza","Nganda","Gacuba Ii",30.6058840132636,-2.30426953925838
"Amajyepfo","Nyamagabe","Mugano","Yonde","Kanyegenyege",29.4844869162368,-2.28661034386704
"Iburasirazuba","Ngoma","Remera","Bugera","Munini I",30.5492792854766,-2.06910364618218
"Iburengerazuba","Ngororero","Gatumba","Cyome","Nyakagezi",29.6552284632656,-1.94510701216512
"Amajyepfo","Muhanga","Nyarusange","Musongati","Kamanga",29.6575755953346,-2.07603600181089
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Mucucu",30.6775014495991,-1.61943578895335
"Amajyepfo","Nyamagabe","Buruhukiro","Byimana","Bishyiga",29.4554350260825,-2.42858213663192
"Iburasirazuba","Bugesera","Mayange","Gakamba","Rukora",30.1259957596442,-2.19340983596159
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Kiyonza",30.7068445324798,-1.90161561394957
"Amajyaruguru","Musanze","Musanze","Nyarubuye","Nturo",29.5561525440846,-1.47699454987681
"Umujyi wa Kigali","Gasabo","Ndera","Masoro","Masoro",30.1437889452911,-1.94991106020698
"Amajyepfo","Nyamagabe","Buruhukiro","Kizimyamuriro","Uwinzira",29.3069395131738,-2.45886221885298
"Iburengerazuba","Ngororero","Kageyo","Kageshi","Mukaka",29.5764004650324,-1.85181613874947
"Amajyepfo","Kamonyi","Karama","Nyamirembe","Nyakizu",29.84881677172,-1.92441660369291
"Umujyi wa Kigali","Nyarugenge","Mageregere","Kankuba","Karukina",30.0200008743131,-2.0299009520014
"Iburasirazuba","Kirehe","Gatore","Cyunuzi","Kabungo",30.5698232625444,-2.29262213021316
"Iburengerazuba","Nyabihu","Rurembo","Kirimbogo","Cyogo",29.5538588396972,-1.65976418629799
"Amajyaruguru","Gicumbi","Bwisige","Gihuke","Nyagakizi",30.1684991104675,-1.52831964573512
"Iburasirazuba","Bugesera","Gashora","Mwendo","Gaharwa",30.240946168827,-2.27126320346207
"Iburengerazuba","Rusizi","Bweyeye","Gikungu","Kibonajoro",29.239609480452,-2.56440535940502
"Amajyepfo","Muhanga","Nyamabuye","Gifumba","Gifumba",29.7251168139716,-2.08570774221264
"Iburasirazuba","Kirehe","Mpanga","Bwiyorere","Kacyiru",30.8219720159159,-2.1621717967121
"Iburasirazuba","Nyagatare","Nyagatare","Kamagiri","Nkerenke",30.4028356675105,-1.32557706139669
"Iburengerazuba","Nyamasheke","Karambi","Kagarama","Kabingo",29.2616967928634,-2.30265307723772
"Iburasirazuba","Kayonza","Mwiri","Nyamugari","Kigarama",30.6122114005434,-1.86678269808365
"Iburengerazuba","Rutsiro","Gihango","Teba","Bweramana",29.398640634459,-1.94944975070825
"Iburasirazuba","Gatsibo","Kabarore","Marimba","Rwimbogo",30.3216222611159,-1.57277927092539
"Iburengerazuba","Nyabihu","Mukamira","Gasizi","Sasangabo",29.5156075593401,-1.56912162030737
"Amajyepfo","Huye","Maraba","Gasumba","Gitwa",29.5951637178669,-2.52693507464855
"Amajyaruguru","Gicumbi","Rukomo","Gisiza","Rushubi",30.1347019735483,-1.60466191743248
"Iburasirazuba","Rwamagana","Karenge","Bicaca","Kabeza",30.3510559327999,-2.05578653792568
"Amajyepfo","Ruhango","Kabagali","Rwesero","Nyabivumu",29.5947071790916,-2.2289354100186
"Iburengerazuba","Nyabihu","Bigogwe","Basumba","Rusenge",29.4503455730119,-1.53689305206922
"Iburasirazuba","Kirehe","Nasho","Rubirizi","Karenge I",30.7565254733755,-2.05999919782661
"Iburengerazuba","Nyamasheke","Mahembe","Kagarama","Rukaragata",29.2773418281604,-2.21473444192466
"Iburasirazuba","Rwamagana","Gahengeri","Rweri","Kiruruma",30.2946793170726,-1.96272124233166
"Amajyepfo","Kamonyi","Kayenzi","Kayonza","Nyabubare",29.8308012778324,-1.91521374998234
"Iburengerazuba","Nyabihu","Shyira","Shaki","Karambi",29.5786179104679,-1.68708586770151
"Iburasirazuba","Kayonza","Ndego","Kiyovu","Gasabo",30.7610129593582,-2.03975077527583
